Sales,Quantity,Discount,Profit,DimCustomer.Customer ID,DimProduct.Product ID,DimSales.Sales Rep,Dimlocation.Location ID,Dimship.Ship Date,DimOrder.Order ID
23.2,4,0,10.44,MK-17905,"OFF-BI-10002412,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders",Thompson Crawford,"6040,Manchester",21/10/2016,CA-2016-155516
7.36,2,0,0.1472,MK-17905,"OFF-SU-10001225,Staple remover",Sheila Stones,"6040,Manchester",21/10/2016,CA-2016-155516
104.79,7,0,29.3412,MK-17905,"OFF-ST-10002406,Pizazz Global Quick File",Erica Jones,"6040,Manchester",21/10/2016,CA-2016-155516
25.92,5,0.2,9.396,GT-14755,"OFF-PA-10002036,Xerox 1930",Organic,"78550,Harlingen",04/06/2017,CA-2017-104745
53.424,3,0.2,4.6746,GT-14755,"OFF-ST-10002205,File Shuttle I and Handi-File",Organic,"78550,Harlingen",04/06/2017,CA-2017-104745
853.092,6,0.4,-227.4912,TS-21610,"FUR-TA-10001539,Chromcraft Rectangular Conference Tables",Organic,"19143,Philadelphia",20/08/2014,CA-2014-142839
116.784,2,0.2,21.897,SD-20485,"TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB",Anne Wu,"19143,Philadelphia",08/04/2014,US-2014-118486
10.304,1,0.2,-2.1896,SD-20485,"OFF-SU-10004498,Martin-Yale Premier Letter Opener",Anne Wu,"19143,Philadelphia",08/04/2014,US-2014-118486
99.136,4,0.2,30.98,MM-18280,"OFF-PA-10003039,Xerox 1960",Alan Ray,"62301,Quincy",01/10/2016,US-2016-134656
747.558,3,0.3,-96.1146,NF-18385,"FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms",Organic,"62521,Decatur",01/10/2016,US-2016-157945
8.928,2,0.2,3.348,NF-18385,"OFF-EN-10001415,Staple envelope",Organic,"62521,Decatur",01/10/2016,US-2016-157945
155.372,2,0.3,-13.3176,PK-19075,"FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair",Organic,"43229,Columbus",01/10/2016,US-2016-134488
15.936,4,0.2,5.1792,NH-18610,"OFF-LA-10001569,Avery 499",Erica Jones,"75061,Irving",01/10/2016,CA-2016-123722
18.97,1,0,9.1056,PS-18760,"OFF-PA-10000176,Xerox 1887",Organic,"90008,Los Angeles",01/10/2016,US-2016-101497
19.536,3,0.2,4.884,MB-18085,"OFF-AR-10003478,Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Organic,"19143,Philadelphia",12/01/2014,CA-2014-141817
41.9,2,0,8.799,LA-16780,"TEC-AC-10004708,Sony 32GB Class 10 Micro SDHC R40 Memory Card",Alan Ray,"48180,Taylor",29/06/2015,CA-2015-125395
321.568,2,0.2,28.1372,LH-17155,"FUR-CH-10002965,Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Organic,"94109,San Francisco",15/12/2016,null
375.4575,3,0.45,-157.0095,DO-13435,"FUR-TA-10000617,Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Organic,"33024,Pembroke Pines",02/12/2015,US-2015-168935
83.976,3,0.2,-1.0497,DO-13435,"TEC-AC-10002335,Logitech Media Keyboard K200",Organic,"33024,Pembroke Pines",02/12/2015,US-2015-168935
482.34,4,0.7,-337.638,DK-13225,"TEC-MA-10001681,Lexmark MarkNet N8150 Wireless Print Server",Mary Gerrard,"19140,Philadelphia",07/12/2015,CA-2015-122756
2.96,1,0.2,0.777,DK-13225,"FUR-FU-10001935,3M Hangers With Command Adhesive",Jimmy Grey,"19140,Philadelphia",07/12/2015,CA-2015-122756
2.624,1,0.2,0.4264,NG-18430,"OFF-AR-10004757,Crayola Colored Pencils",Organic,"45231,Cincinnati",26/11/2014,CA-2014-115973
39.98,2,0,13.5932,MV-18190,"TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired",Organic,"10009,New York City",15/12/2017,CA-2017-101798
23.36,4,0.2,7.884,MV-18190,"OFF-BI-10000050,Angle-D Binders with Locking Rings, Label Holders",Organic,"10009,New York City",15/12/2017,CA-2017-101798
246.384,2,0.2,27.7182,JG-15115,"TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone",Organic,"98198,Des Moines",23/09/2014,US-2014-135972
1799.97,3,0,701.9883,JG-15115,"TEC-CO-10002313,Canon PC1080F Personal Copier",Organic,"98198,Des Moines",23/09/2014,US-2014-135972
284.82,1,0,74.0532,NP-18325,"TEC-PH-10002033,Konftel 250 Conference phone - Charcoal black",Organic,"22980,Waynesboro",23/06/2014,US-2014-117135
104.01,1,0,14.5614,NP-18325,"FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps",Organic,"22980,Waynesboro",23/06/2014,US-2014-117135
36.84,3,0,10.3152,NP-18325,"OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File",Organic,"22980,Waynesboro",23/06/2014,US-2014-117135
12.462,3,0.8,-20.5623,BP-11095,"OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders",Thompson Crawford,"61604,Peoria",10/06/2014,US-2014-134971
49.96,2,0,9.4924,SS-20140,"OFF-ST-10000798,2300 Heavy-Duty Transfer File Systems by Perma",Steve Pepple,"2886,Warwick",19/10/2017,CA-2017-165603
12.96,2,0,6.2208,SS-20140,"OFF-PA-10002552,Xerox 1958",Thompson Crawford,"2886,Warwick",19/10/2017,CA-2017-165603
2396.2656,4,0.32,-317.1528,AG-10675,"FUR-BO-10004834,Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Organic,"77036,Houston",10/09/2016,CA-2016-108987
35.952,3,0.2,3.5952,AG-10675,"OFF-ST-10001580,Super Decoflex Portable Personal File",Organic,"77036,Houston",10/09/2016,CA-2016-108987
131.136,4,0.2,-32.784,AG-10675,"OFF-ST-10000934,Contico 72""H Heavy-Duty Storage System",Organic,"77036,Houston",10/09/2016,CA-2016-108987
57.584,2,0.2,0.7198,AG-10675,"TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card",Organic,"77036,Houston",10/09/2016,CA-2016-108987
9.568,2,0.2,3.4684,LF-17185,"OFF-PA-10001947,Xerox 1974",Organic,"33180,Miami",26/12/2014,CA-2014-113166
39.072,6,0.2,9.768,SP-20650,"OFF-AR-10003478,Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Stella Given,"28403,Wilmington",20/04/2014,CA-2014-155208
300.416,8,0.2,78.8592,KL-16555,"FUR-FU-10004091,Howard Miller 13"" Diameter Goldtone Round Wall Clock",Daniel Gates,"80906,Colorado Springs",28/12/2014,null
230.352,3,0.2,20.1558,KL-16555,"FUR-CH-10001891,Global Deluxe Office Fabric Chairs",Erica Jones,"80906,Colorado Springs",28/12/2014,null
218.352,3,0.2,-24.5646,KL-16555,"FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection",Steve Pepple,"80906,Colorado Springs",28/12/2014,null
78.6,5,0.7,-62.88,KL-16555,"OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers",Anne Wu,"80906,Colorado Springs",28/12/2014,null
27.552,3,0.2,9.2988,KL-16555,"OFF-FA-10004854,Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Sheila Stones,"80906,Colorado Springs",28/12/2014,null
35.91,3,0,9.6957,RF-19840,"OFF-AP-10004249,Staple holder",Organic,"10024,New York City",29/12/2017,CA-2017-117933
40.2,3,0,19.296,JE-15475,"FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp",Organic,"12180,Troy",02/11/2016,CA-2016-152632
179.95,5,0,37.7895,KH-16510,"TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card",Organic,"94110,San Francisco",12/12/2017,CA-2017-117457
1199.976,3,0.2,434.9913,KH-16510,"TEC-CO-10004115,Sharp AL-1530CS Digital Copier",Organic,"94110,San Francisco",12/12/2017,CA-2017-117457
27.15,5,0,13.3035,KH-16510,"OFF-PA-10003724,Wirebound Message Book, 4 per Page",Organic,"94110,San Francisco",12/12/2017,CA-2017-117457
1004.024,7,0.2,-112.9527,KH-16510,"FUR-TA-10002041,Bevis Round Conference Table Top, X-Base",Organic,"94110,San Francisco",12/12/2017,CA-2017-117457
9.68,1,0,4.6464,KH-16510,"OFF-PA-10002893,Wirebound Service Call Books, 5 1/2"" x 4""",Organic,"94110,San Francisco",12/12/2017,CA-2017-117457
28.35,9,0,13.608,KH-16510,"OFF-LA-10003766,Self-Adhesive Removable Labels",Organic,"94110,San Francisco",12/12/2017,CA-2017-117457
55.98,1,0,27.4302,KH-16510,"OFF-PA-10001970,Xerox 1908",Organic,"94110,San Francisco",12/12/2017,CA-2017-117457
1336.829,13,0.15,31.4548,KH-16510,"FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine",Organic,"94110,San Francisco",12/12/2017,CA-2017-117457
113.568,2,0.2,-18.4548,KH-16510,"FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair",Organic,"94110,San Francisco",12/12/2017,CA-2017-117457
13.36,2,0,4.9432,BM-11785,"OFF-AR-10002656,Sanford Liquid Accent Highlighters",Organic,"14609,Rochester",09/06/2014,CA-2014-133270
603.92,5,0.2,-67.941,SC-20095,"FUR-CH-10000863,Novimex Swivel Fabric Task Chair",Organic,"90004,Los Angeles",25/11/2014,US-2014-157385
381.44,2,0.2,23.84,SC-20095,"FUR-CH-10000595,Safco Contoured Stacking Chairs",Organic,"90004,Los Angeles",25/11/2014,US-2014-157385
383.8,5,0.2,38.38,PB-19150,"FUR-CH-10004886,Bevis Steel Folding Chairs",Organic,"90004,Los Angeles",18/04/2016,CA-2016-148796
6.72,4,0,3.36,PC-19000,"OFF-AR-10001868,Prang Dustless Chalk Sticks",Erica Jones,"90004,Los Angeles",07/08/2015,CA-2015-153388
9.32,4,0,2.7028,SP-20860,"OFF-AR-10001573,American Pencil",Alan Ray,"90045,Los Angeles",09/03/2017,CA-2017-110478
15.25,1,0,7.015,SP-20860,"OFF-EN-10000483,White Envelopes, White Envelopes with Clear Poly Window",Abigail Thompson,"90045,Los Angeles",09/03/2017,CA-2017-110478
196.752,6,0.2,56.5662,JE-15745,"TEC-AC-10004114,KeyTronic 6101 Series - Keyboard - Black",Organic,"80027,Louisville",25/06/2014,CA-2014-142048
77.6,5,0.2,28.13,BT-11680,"FUR-FU-10001861,Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Organic,"43055,Newark",26/11/2017,US-2017-161193
4.656,2,0.2,1.5714,BT-11680,"FUR-FU-10000206,GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Organic,"43055,Newark",26/11/2017,US-2017-161193
160.93,7,0,3.2186,PO-19195,"TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset",Jimmy Grey,"10011,New York City",08/10/2017,US-2017-103247
75.792,3,0.2,25.5798,PO-19195,"OFF-BI-10004492,Tuf-Vin Binders",Mary Gerrard,"10011,New York City",08/10/2017,US-2017-103247
6.672,6,0.2,0.5004,KH-16630,"OFF-AR-10000369,Design Ebony Sketching Pencil",Anne Wu,"78207,San Antonio",08/10/2017,CA-2017-152275
408.744,7,0.2,76.6395,RB-19795,"TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB",Organic,"28052,Gastonia",21/04/2016,US-2016-123750
291.96,5,0.2,54.7425,RB-19795,"TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB",Organic,"28052,Gastonia",21/04/2016,US-2016-123750
189.588,2,0.7,-145.3508,RB-19795,"OFF-BI-10004584,GBC ProClick 150 Presentation Binding System",Organic,"28052,Gastonia",21/04/2016,US-2016-123750
4.768,2,0.2,-0.7748,RB-19795,"OFF-ST-10000617,Woodgrain Magazine Files by Perma",Stella Given,"28052,Gastonia",21/04/2016,US-2016-123750
4.812,2,0.7,-3.6892,MK-18160,"OFF-BI-10000773,Insertable Tab Post Binder Dividers",Organic,"32216,Jacksonville",25/12/2014,US-2014-150574
247.8,5,0.2,-18.585,MK-18160,"TEC-AC-10002600,Belkin QODE FastFit Bluetooth Keyboard",Organic,"32216,Jacksonville",25/12/2014,US-2014-150574
2.91,1,0,1.3677,TB-21595,"FUR-FU-10000206,GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Organic,"47201,Columbus",25/03/2017,CA-2017-154214
59.52,3,0,15.4752,RB-19360,"OFF-AR-10000588,Newell 345",Organic,"13021,Auburn",03/04/2016,CA-2016-166674
161.94,3,0,9.7164,RB-19360,"OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer",Organic,"13021,Auburn",03/04/2016,CA-2016-166674
263.88,6,0,71.2476,RB-19360,"OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener",Organic,"13021,Auburn",03/04/2016,CA-2016-166674
30.48,3,0,7.9248,RB-19360,"OFF-AR-10003156,50 Colored Long Pencils",Organic,"13021,Auburn",03/04/2016,CA-2016-166674
9.84,3,0,2.8536,RB-19360,"OFF-AR-10004974,Newell 342",Organic,"13021,Auburn",03/04/2016,CA-2016-166674
35.12,4,0,9.1312,RB-19360,"TEC-PH-10002365,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S",Organic,"13021,Auburn",03/04/2016,CA-2016-166674
69.712,2,0.2,8.714,CS-11950,"OFF-ST-10002974,Trav-L-File Heavy-Duty Shuttle II, Black",Organic,"60610,Chicago",26/07/2017,CA-2017-118640
8.792,1,0.6,-5.7148,CS-11950,"FUR-FU-10001475,Contract Clock, 14"", Brown",Organic,"60610,Chicago",26/07/2017,CA-2017-118640
129.568,2,0.2,-24.294,SC-20095,"FUR-CH-10000225,Global Geo Office Task Chair, Gray",Organic,"94521,Concord",18/02/2014,US-2014-110674
254.744,7,0.6,-312.0614,JS-15940,"FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection",Anne Wu,"60068,Park Ridge",24/01/2015,US-2015-101399
765.625,7,0.5,-566.5625,MM-18055,"FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables",Organic,"60610,Chicago",13/09/2017,US-2017-124968
141.372,2,0.3,-48.4704,SP-20620,"FUR-CH-10004860,Global Low Back Tilter Chair",Abigail Thompson,"19134,Philadelphia",13/09/2017,US-2017-118087
95.88,3,0.2,28.764,SP-20620,"TEC-AC-10004469,Microsoft Sculpt Comfort Mouse",Steve Pepple,"19134,Philadelphia",13/09/2017,US-2017-118087
4.672,1,0.2,1.5768,SP-20620,"OFF-AR-10003602,Quartet Omega Colored Chalk, 12/Pack",Alan Ray,"19134,Philadelphia",13/09/2017,US-2017-118087
4.503,1,0.7,-3.6024,SP-20620,"OFF-BI-10000069,GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Morris Garcia,"19134,Philadelphia",13/09/2017,US-2017-118087
258.696,3,0.2,64.674,SP-20620,"TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System",Erica Jones,"19134,Philadelphia",13/09/2017,US-2017-118087
205.3328,2,0.32,-36.2352,DS-13180,"FUR-BO-10002824,Bush Mission Pointe Library",Morris Garcia,"79109,Amarillo",04/04/2017,CA-2017-154907
340.92,3,0,3.4092,JP-15520,"OFF-ST-10002743,SAFCO Boltless Steel Shelving",Organic,"94110,San Francisco",11/11/2014,CA-2014-144666
222.666,2,0.15,10.4784,JP-15520,"FUR-BO-10001601,Sauder Mission Library with Doors, Fruitwood Finish",Organic,"94110,San Francisco",11/11/2014,CA-2014-144666
703.968,4,0.2,87.996,JP-15520,"TEC-PH-10002680,Samsung Galaxy Note 3",Organic,"94110,San Francisco",11/11/2014,CA-2014-144666
92.52,6,0,24.9804,JP-15520,"OFF-ST-10001321,Decoflex Hanging Personal Folder File, Blue",Organic,"94110,San Francisco",11/11/2014,CA-2014-144666
62.65,7,0,28.819,JP-15520,"OFF-PA-10001509,Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Organic,"94110,San Francisco",11/11/2014,CA-2014-144666
94.85,5,0,45.528,JP-15520,"OFF-PA-10003465,Xerox 1912",Organic,"94110,San Francisco",11/11/2014,CA-2014-144666
12.22,1,0,3.666,PK-19075,"FUR-FU-10000246,Aluminum Document Frame",Organic,"48227,Detroit",07/09/2016,null
194.94,3,0,23.3928,PK-19075,"OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System",Organic,"48227,Detroit",07/09/2016,null
70.95,3,0,20.5755,PK-19075,"OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays",Organic,"48227,Detroit",07/09/2016,null
91.36,4,0,42.0256,PK-19075,"OFF-PA-10002222,Xerox Color Copier Paper, 11"" x 17"", Ream",Organic,"48227,Detroit",07/09/2016,null
242.94,3,0,29.1528,PK-19075,"FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair",Organic,"48227,Detroit",07/09/2016,null
22.05,7,0,10.584,PK-19075,"OFF-LA-10001317,Avery 520",Organic,"48227,Detroit",07/09/2016,null
95.76,6,0.2,7.182,KH-16690,"TEC-PH-10000149,Cisco SPA525G2 IP Phone - Wireless",Sheila Stones,"90008,Los Angeles",19/07/2016,CA-2016-103891
14.7,5,0,6.615,JG-15805,"OFF-AR-10003045,Prang Colored Pencils",Daniel Gates,"10024,New York City",02/07/2016,CA-2016-100790
704.25,5,0,84.51,JG-15805,"OFF-ST-10000689,Fellowes Strictly Business Drawer File, Letter/Legal Size",Sheila Stones,"10024,New York City",02/07/2016,CA-2016-100790
9.09,3,0,1.9089,XP-21865,"TEC-AC-10001445,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink",Organic,"92024,San Diego",10/10/2014,CA-2014-134677
29.6,2,0,14.8,MT-18070,"OFF-LA-10003923,Alphabetical Labels for Top Tab Filing",Erica Jones,"90045,Los Angeles",13/06/2017,CA-2017-140963
514.165,5,0.15,-30.245,MT-18070,"FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases",Stella Given,"90045,Los Angeles",13/06/2017,CA-2017-140963
279.96,5,0.2,17.4975,MT-18070,"TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock",Anne Wu,"90045,Los Angeles",13/06/2017,CA-2017-140963
23.976,3,0.6,-14.3856,MO-17800,"FUR-FU-10002759,12-1/2 Diameter Round Wall Clock",Organic,"60653,Chicago",13/06/2017,US-2017-106663
108.925,1,0.5,-71.8905,MO-17800,"FUR-TA-10000688,Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Organic,"60653,Chicago",13/06/2017,US-2017-106663
36.352,8,0.2,11.36,MO-17800,"OFF-PA-10002377,Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Organic,"60653,Chicago",13/06/2017,US-2017-106663
2735.952,6,0.2,341.994,SA-20830,"TEC-PH-10001363,Apple iPhone 5S",Organic,"60610,Chicago",31/10/2014,CA-2014-154627
572.76,6,0,166.1004,LC-17140,"FUR-FU-10003664,Electrix Architect's Clamp-On Swing Arm Lamp, Black",Organic,"22153,Springfield",25/12/2016,CA-2016-137043
286.38,3,0,83.0502,LC-17140,"FUR-FU-10003664,Electrix Architect's Clamp-On Swing Arm Lamp, Black",Organic,"22153,Springfield",25/12/2016,CA-2016-137043
93.98,2,0,13.1572,SS-20590,"TEC-AC-10000991,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive",Organic,"98115,Seattle",14/05/2016,CA-2016-169166
189.882,3,0.4,-94.941,RO-19780,"FUR-TA-10001857,Balt Solid Wood Rectangular Table",Organic,"38109,Memphis",21/03/2016,US-2016-120929
1951.84,8,0,585.552,JE-16165,"FUR-CH-10000454,Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Alan Ray,"53132,Franklin",09/12/2016,null
384.45,11,0,103.8015,JE-16165,"TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C",Mary Gerrard,"53132,Franklin",09/12/2016,null
149.97,3,0,5.9988,JE-16165,"TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger",Anne Wu,"53132,Franklin",09/12/2016,null
171.55,5,0,80.6285,JE-16165,"OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers",Thompson Crawford,"53132,Franklin",09/12/2016,null
241.568,2,0.2,18.1176,SC-20095,"FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair",Organic,"92627,Costa Mesa",31/07/2016,CA-2016-126158
119.616,8,0.2,40.3704,SC-20095,"OFF-BI-10002498,Clear Mylar Reinforcing Strips",Organic,"92627,Costa Mesa",31/07/2016,CA-2016-126158
255.76,4,0,81.8432,SC-20095,"FUR-FU-10004864,Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Organic,"92627,Costa Mesa",31/07/2016,CA-2016-126158
69.3,9,0,22.869,SC-20095,"FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories",Organic,"92627,Costa Mesa",31/07/2016,CA-2016-126158
63.9,5,0,28.755,BD-11605,"OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes",Organic,"22153,Springfield",16/04/2016,CA-2016-112102
185.88,6,0,50.1876,VD-21670,"OFF-AR-10003373,Boston School Pro Electric Pencil Sharpener, 1670",Organic,"39212,Jackson",04/06/2016,CA-2016-113747
22.62,2,0.7,-15.08,MY-17380,"OFF-BI-10001670,Vinyl Sectional Post Binders",Abigail Thompson,"80134,Parker",04/06/2016,US-2016-105578
14.952,2,0.7,-11.9616,MY-17380,"OFF-BI-10001658,GBC Standard Therm-A-Bind Covers",Daniel Gates,"80134,Parker",04/06/2016,US-2016-105578
801.568,2,0.2,50.098,MY-17380,"FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter",Steve Pepple,"80134,Parker",04/06/2016,US-2016-105578
2.376,3,0.7,-1.9008,MY-17380,"OFF-BI-10000831,Storex Flexible Poly Binders with Double Pockets",Jimmy Grey,"80134,Parker",04/06/2016,US-2016-105578
32.792,1,0.2,11.8871,MY-17380,"OFF-PA-10000357,White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Morris Garcia,"80134,Parker",04/06/2016,US-2016-105578
58.32,9,0,27.9936,AR-10510,"OFF-PA-10003441,Xerox 226",Organic,"90004,Los Angeles",05/09/2015,CA-2015-112319
8.72,4,0,3.5752,PG-18820,"OFF-FA-10000304,Advantus Push Pins",Organic,"10009,New York City",22/02/2016,US-2016-162859
2.74,1,0,0.7398,CM-12385,"OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener",Organic,"30318,Atlanta",22/03/2015,CA-2015-145352
8.34,3,0,2.1684,CM-12385,"OFF-AR-10003856,Newell 344",Organic,"30318,Atlanta",22/03/2015,CA-2015-145352
46.74,3,0,11.685,CM-12385,"OFF-ST-10001228,Personal File Boxes with Fold-Down Carry Handle",Organic,"30318,Atlanta",22/03/2015,CA-2015-145352
6354.95,5,0,3177.475,CM-12385,"OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",Organic,"30318,Atlanta",22/03/2015,CA-2015-145352
39.88,2,0,11.1664,TB-21355,"FUR-FU-10000397,Luxo Economy Swing Arm Lamp",Morris Garcia,"10009,New York City",26/11/2016,CA-2016-154711
12.192,4,0.2,4.1148,TB-21355,"OFF-BI-10000605,Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Jimmy Grey,"10009,New York City",26/11/2016,CA-2016-154711
88.4,4,0,11.492,NC-18340,"TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",Organic,"10035,New York City",26/11/2016,CA-2016-124485
11.56,2,0,5.6644,NC-18340,"OFF-PA-10004971,Xerox 196",Organic,"10035,New York City",26/11/2016,CA-2016-124485
126.3,3,0,40.416,LS-17245,"FUR-FU-10001290,Executive Impressions Supervisor Wall Clock",Organic,"64118,Gladstone",27/11/2017,CA-2017-135307
38.04,2,0,12.1728,LS-17245,"TEC-AC-10002399,SanDisk Cruzer 32 GB USB Flash Drive",Organic,"64118,Gladstone",27/11/2017,CA-2017-135307
7.152,3,0.2,0.7152,LF-17185,"OFF-AR-10002053,Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Organic,"43055,Newark",23/10/2016,CA-2016-106341
1000.02,7,0,290.0058,YS-21880,"OFF-ST-10003306,Letter Size Cart",Steve Pepple,"94601,Oakland",25/12/2017,CA-2017-138380
2999.95,5,0,1379.977,AD-10180,"TEC-CO-10003236,Canon Image Class D660 Copier",Abigail Thompson,"59405,Great Falls",27/01/2017,CA-2017-127432
51.45,3,0,13.8915,AD-10180,"OFF-ST-10004507,Advantus Rolling Storage Box",Steve Pepple,"59405,Great Falls",27/01/2017,CA-2017-127432
11.96,2,0,5.382,AD-10180,"OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)",Daniel Gates,"59405,Great Falls",27/01/2017,CA-2017-127432
1126.02,3,0,56.301,AD-10180,"OFF-ST-10004459,Tennsco Single-Tier Lockers",Daniel Gates,"59405,Great Falls",27/01/2017,CA-2017-127432
14.07,7,0,6.8943,SW-20755,"OFF-FA-10002988,Ideal Clamps",Stella Given,"10009,New York City",18/07/2016,CA-2016-137050
579.136,4,0.2,21.7176,SW-20755,"FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine",Alan Ray,"10009,New York City",18/07/2016,CA-2016-137050
9.144,3,0.2,3.2004,SW-20755,"OFF-BI-10002160,Acco Hanging Data Binders",Steve Pepple,"10009,New York City",18/07/2016,CA-2016-137050
11.21,1,0,3.363,SW-20755,"OFF-ST-10004634,Personal Folder Holder, Ebony",Anne Wu,"10009,New York City",18/07/2016,CA-2016-137050
82.344,3,0.2,27.7911,NF-18595,"OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers",Alan Ray,"10009,New York City",08/04/2015,CA-2015-110667
27.936,4,0.2,9.4284,DS-13030,"OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings",Abigail Thompson,"98115,Seattle",25/01/2017,CA-2017-131954
99.696,6,0.2,33.6474,DS-13030,"OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders",Abigail Thompson,"98115,Seattle",25/01/2017,CA-2017-131954
242.94,3,0,9.7176,DS-13030,"OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black",Erica Jones,"98115,Seattle",25/01/2017,CA-2017-131954
179.97,3,0,86.3856,DS-13030,"TEC-AC-10003610,Logitech Illuminated - Keyboard",Daniel Gates,"98115,Seattle",25/01/2017,CA-2017-131954
84.98,1,0,18.6956,DS-13030,"FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase",Daniel Gates,"98115,Seattle",25/01/2017,CA-2017-131954
18.72,5,0.2,6.552,DS-13030,"OFF-BI-10000138,Acco Translucent Poly Ring Binders",Daniel Gates,"98115,Seattle",25/01/2017,CA-2017-131954
210.98,2,0,21.098,MC-17605,"FUR-TA-10001857,Balt Solid Wood Rectangular Table",Steve Pepple,"48234,Detroit",25/01/2017,CA-2017-145142
1704.56,13,0,511.368,DJ-13630,"OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center",Organic,"10009,New York City",24/12/2017,CA-2017-115602
36.672,2,0.2,11.46,MM-17920,"OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder",Organic,"94110,San Francisco",24/12/2017,CA-2017-128160
